date,sector,index_price,fund_nav,valuation_percentile,attention_rank_pct,fund_start_date,valuation_metric
2021-05-11,医药,15779.676,1.6603,91.1,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-11,半导体,3568.501,1.0325,36.73,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-11,新能源,3333.252,1.8775,78.49,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-11,沪深300,5023.06,1.6889,75.77,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-11,消费,26131.244,3.2668,80.67,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-11,科技,2921.343,2.9331,85.58,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-12,医药,16071.383,1.6889,93.58,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-12,半导体,3568.673,1.0478,37.0,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-12,新能源,3364.963,1.8868,80.08,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-12,沪深300,5044.548,1.6959,77.37,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-12,消费,26447.156,3.3037,84.4,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-12,科技,2960.355,2.9703,86.24,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-13,医药,16218.13,1.7033,96.04,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-13,半导体,3543.627,1.04,29.39,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-13,新能源,3273.138,1.8487,75.66,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-13,沪深300,4992.974,1.6795,71.95,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-13,消费,26385.924,3.2966,83.54,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-13,科技,2943.617,2.9544,85.98,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-14,医药,16565.415,1.7382,97.87,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-14,半导体,3584.33,1.0646,39.3,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-14,新能源,3375.818,1.9033,80.6,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-14,沪深300,5110.59,1.7174,83.89,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-14,消费,26837.977,3.3498,86.32,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-14,科技,3033.806,3.04,89.36,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-17,医药,16878.622,1.7706,99.39,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-17,半导体,3573.19,1.0763,37.39,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-17,新能源,3517.696,1.9827,87.36,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-17,沪深300,5184.985,1.7412,87.58,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-17,消费,27405.991,3.4179,89.39,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-17,科技,3112.741,3.1152,92.42,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-18,医药,16702.956,1.7523,98.49,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-18,半导体,3573.744,1.0682,37.66,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-18,新能源,3522.243,1.987,87.41,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-18,沪深300,5187.601,1.742,87.61,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-18,消费,27349.661,3.4112,88.52,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-18,科技,3090.123,3.0938,90.94,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-19,医药,16607.982,1.7439,97.59,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-19,半导体,3549.259,1.0834,31.47,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-19,新能源,3647.863,2.0531,90.77,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-19,沪深300,5172.272,1.7375,87.05,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-19,消费,27204.873,3.3945,87.95,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-19,科技,3114.724,3.1171,92.47,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-20,医药,16592.2,1.7426,97.3,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-20,半导体,3535.873,1.0817,25.75,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-20,新能源,3645.086,2.0635,90.44,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-20,沪深300,5186.412,1.7422,87.39,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-20,消费,27505.309,3.4311,89.79,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-20,科技,3143.616,3.1446,93.69,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-21,医药,16354.877,1.719,96.11,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-21,半导体,3533.519,1.0718,25.21,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-21,新能源,3647.394,2.0549,90.48,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-21,沪深300,5134.148,1.7258,84.73,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-21,消费,27242.174,3.4035,87.72,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-21,科技,3113.259,3.1161,91.92,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-24,医药,16276.635,1.7116,94.93,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-24,半导体,3527.247,1.0812,24.68,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-24,新能源,3643.221,2.0578,89.78,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-24,沪深300,5155.588,1.7326,85.97,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-24,消费,27457.303,3.4287,89.55,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-24,科技,3139.686,3.141,93.43,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-25,医药,16698.592,1.7534,98.21,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-25,半导体,3560.332,1.1148,34.32,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-25,新能源,3676.253,2.0764,90.91,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-25,沪深300,5318.478,1.7847,88.99,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-25,消费,28353.86,3.5344,93.15,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-25,科技,3227.355,3.224,96.73,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-26,医药,16715.897,1.7553,98.52,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-26,半导体,3579.943,1.1022,40.08,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-26,新能源,3657.283,2.0662,90.58,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-26,沪深300,5320.593,1.7853,89.02,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-26,消费,28208.778,3.5172,92.58,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-26,科技,3196.848,3.1953,95.55,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-27,医药,16809.281,1.7647,98.52,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-27,半导体,3577.246,1.1466,39.5,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-27,新能源,3666.865,2.0761,90.61,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-27,沪深300,5338.233,1.7909,89.35,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-27,消费,28240.393,3.5213,92.6,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-27,科技,3226.108,3.2233,96.45,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-28,医药,16489.115,1.7326,95.58,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-28,半导体,3552.745,1.136,32.22,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-28,新能源,3797.516,2.1568,95.68,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-28,沪深300,5321.089,1.7857,88.79,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-28,消费,28047.121,3.4986,91.74,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-28,科技,3232.291,3.2303,97.05,50.0,2011-09-20,PRICE_PERCENTILE
2021-05-31,医药,16752.026,1.7591,98.24,50.0,2019-03-26,PRICE_PERCENTILE
2021-05-31,半导体,3540.739,1.1627,27.92,50.0,2020-06-02,PRICE_PERCENTILE
2021-05-31,新能源,3944.577,2.254,99.28,50.0,2020-04-03,PRICE_PERCENTILE
2021-05-31,沪深300,5331.57,1.7893,88.82,50.0,2009-07-10,PRICE_PERCENTILE
2021-05-31,消费,28068.462,3.5009,91.76,50.0,2015-03-24,PRICE_PERCENTILE
2021-05-31,科技,3309.069,3.3028,98.53,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-01,医药,16951.997,1.7793,99.41,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-01,半导体,3549.585,1.175,32.37,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-01,新能源,3912.693,2.2297,98.93,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-01,沪深300,5341.68,1.7924,89.44,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-01,消费,28250.307,3.523,92.67,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-01,科技,3300.159,3.2945,98.24,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-02,医药,16678.005,1.7525,96.49,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-02,半导体,3536.181,1.1618,26.03,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-02,新能源,3901.289,2.2191,98.58,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-02,沪深300,5289.974,1.7766,87.43,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-02,消费,28003.843,3.4942,90.64,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-02,科技,3243.022,3.2411,96.49,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-03,医药,16468.281,1.7317,94.17,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-03,半导体,3540.22,1.1451,27.98,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-03,新能源,3887.352,2.2107,97.52,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-03,沪深300,5255.286,1.7659,86.3,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-03,消费,28030.938,3.501,90.96,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-03,科技,3201.784,3.2023,94.46,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-04,医药,16581.11,1.7426,95.06,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-04,半导体,3522.072,1.1692,22.13,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-04,新能源,3978.677,2.2635,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-04,沪深300,5282.277,1.7753,87.21,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-04,消费,28291.116,3.5314,92.73,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-04,科技,3242.612,3.2414,96.22,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-07,医药,16644.255,1.7504,95.94,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-07,半导体,3517.54,1.1944,21.63,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-07,新能源,3911.426,2.2262,98.24,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-07,沪深300,5277.627,1.7741,86.67,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-07,消费,28164.752,3.5165,91.3,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-07,科技,3228.243,3.2277,95.36,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-08,医药,16411.314,1.7275,93.35,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-08,半导体,3523.118,1.1876,23.17,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-08,新能源,3876.646,2.2133,96.49,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-08,沪深300,5232.117,1.7597,85.55,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-08,消费,27271.839,3.4117,84.97,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-08,科技,3208.572,3.2093,94.22,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-09,医药,16405.076,1.727,93.08,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-09,半导体,3516.749,1.2022,21.46,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-09,新能源,3872.367,2.2092,96.15,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-09,沪深300,5236.449,1.7617,85.59,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-09,消费,27400.601,3.4286,86.17,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-09,科技,3207.626,3.2085,93.95,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-10,医药,16588.051,1.7454,95.11,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-10,半导体,3513.364,1.2185,21.37,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-10,新能源,4006.104,2.279,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-10,沪深300,5271.466,1.7736,86.49,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-10,消费,27570.985,3.4486,87.64,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-10,科技,3285.51,3.282,97.7,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-11,医药,16489.492,1.7361,93.98,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-11,半导体,3525.815,1.1997,24.5,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-11,新能源,4019.252,2.2923,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-11,沪深300,5224.703,1.7598,84.81,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-11,消费,26994.813,3.3834,82.52,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-11,科技,3298.497,3.2962,97.99,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-15,医药,16170.028,1.7043,89.71,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-15,半导体,3480.365,1.215,18.4,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-15,新能源,4012.775,2.2761,99.65,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-15,沪深300,5166.56,1.7407,83.14,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-15,消费,26787.535,3.3587,81.14,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-15,科技,3262.188,3.2617,96.29,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-16,医药,15734.612,1.6612,83.48,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-16,半导体,3503.522,1.1788,20.32,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-16,新能源,3772.571,2.1434,90.69,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-16,沪深300,5080.491,1.7136,76.35,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-16,消费,26573.838,3.3336,79.77,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-16,科技,3125.701,3.1327,88.32,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-17,医药,15798.354,1.6679,84.94,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-17,半导体,3487.111,1.2702,19.05,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-17,新能源,3853.898,2.1993,94.5,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-17,沪深300,5101.892,1.7215,78.41,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-17,消费,26678.148,3.3459,80.68,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-17,科技,3188.593,3.1923,91.48,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-18,医药,15929.869,1.6811,86.69,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-18,半导体,3493.654,1.2801,19.37,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-18,新能源,4036.108,2.2884,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-18,沪深300,5102.466,1.7225,78.47,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-18,消费,26318.429,3.3038,76.49,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-18,科技,3239.227,3.2403,95.18,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-21,医药,16035.364,1.6917,87.29,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-21,半导体,3504.831,1.2871,21.65,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-21,新能源,4050.313,2.299,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-21,沪深300,5090.385,1.7187,76.84,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-21,消费,26037.035,3.2709,74.01,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-21,科技,3270.577,3.2698,96.33,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-22,医药,16346.969,1.7229,91.83,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-22,半导体,3534.299,1.2852,28.24,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-22,新能源,4080.367,2.3049,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-22,沪深300,5122.158,1.729,80.28,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-22,消费,26184.757,3.289,75.49,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-22,科技,3281.992,3.2806,96.9,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-23,医药,16348.159,1.7233,91.85,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-23,半导体,3556.662,1.3432,37.5,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-23,新能源,4192.912,2.3613,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-23,沪深300,5147.394,1.7376,82.3,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-23,消费,25822.995,3.2468,72.19,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-23,科技,3318.946,3.3154,98.6,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-24,医药,16111.458,1.7,87.96,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-24,半导体,3568.526,1.3216,42.02,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-24,新能源,4150.89,2.3316,99.66,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-24,沪深300,5155.974,1.7406,82.63,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-24,消费,25863.097,3.252,72.55,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-24,科技,3279.159,3.2776,96.08,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-25,医药,16452.321,1.7345,93.02,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-25,半导体,3588.552,1.3376,46.9,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-25,新能源,4222.699,2.3676,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-25,沪深300,5239.968,1.7688,85.75,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-25,消费,26329.809,3.3106,77.09,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-25,科技,3347.699,3.3419,99.16,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-28,医药,16765.814,1.7663,98.05,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-28,半导体,3592.302,1.3594,47.1,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-28,新能源,4317.323,2.4245,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-28,沪深300,5251.76,1.7724,85.79,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-28,消费,26746.602,3.3601,81.34,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-28,科技,3412.863,3.4029,99.72,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-29,医药,16616.004,1.751,95.56,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-29,半导体,3561.318,1.3458,38.46,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-29,新能源,4301.258,2.4304,99.67,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-29,沪深300,5190.545,1.7539,84.17,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-29,消费,26352.431,3.3136,77.5,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-29,科技,3406.238,3.3964,99.44,50.0,2011-09-20,PRICE_PERCENTILE
2021-06-30,医药,16654.984,1.7556,95.84,50.0,2019-03-26,PRICE_PERCENTILE
2021-06-30,半导体,3541.964,1.4071,31.8,50.0,2020-06-02,PRICE_PERCENTILE
2021-06-30,新能源,4408.12,2.4867,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-06-30,沪深300,5224.041,1.7655,84.49,50.0,2009-07-10,PRICE_PERCENTILE
2021-06-30,消费,26374.632,3.3166,77.84,50.0,2015-03-24,PRICE_PERCENTILE
2021-06-30,科技,3477.178,3.4633,100.0,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-01,医药,16930.984,1.7833,99.17,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-01,半导体,3527.952,1.3742,26.72,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-01,新能源,4336.905,2.4622,99.67,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-01,沪深300,5229.664,1.7672,84.81,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-01,消费,26572.194,3.3402,79.56,50.0,2015-03-24,PRICE_PERCENTILE
2021-07-01,科技,3455.359,3.4424,99.72,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-02,医药,16278.445,1.7167,89.53,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-02,半导体,3510.747,1.3529,22.05,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-02,新能源,4304.955,2.4541,99.01,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-02,沪深300,5081.117,1.7194,74.1,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-02,消费,25794.419,3.2477,70.52,50.0,2015-03-24,PRICE_PERCENTILE
2021-07-02,科技,3333.897,3.3267,97.52,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-05,医药,16116.977,1.7008,86.54,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-05,半导体,3513.607,1.4073,22.73,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-05,新能源,4421.514,2.5082,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-05,沪深300,5085.792,1.7208,74.45,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-05,消费,25641.259,3.2297,68.96,50.0,2015-03-24,PRICE_PERCENTILE
2021-07-05,科技,3352.117,3.3441,98.08,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-06,医药,15568.222,1.6466,77.53,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-06,半导体,3533.656,1.38,28.3,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-06,新能源,4446.116,2.5104,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-06,沪深300,5083.104,1.7212,73.97,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-06,消费,25509.234,3.2142,66.3,50.0,2015-03-24,PRICE_PERCENTILE
2021-07-06,科技,3291.988,3.2878,95.62,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-07,医药,15899.006,1.6798,83.33,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-07,半导体,3525.711,1.4187,25.56,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-07,新能源,4668.832,2.6431,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-07,沪深300,5140.49,1.7402,80.33,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-07,消费,25592.078,3.2243,68.03,50.0,2015-03-24,PRICE_PERCENTILE
2021-07-07,科技,3409.589,3.3978,98.91,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-08,医药,15602.941,1.6515,77.38,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-08,半导体,3511.852,1.4581,22.1,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-08,新能源,4752.694,2.6858,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-08,沪深300,5088.257,1.7241,74.66,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-08,消费,25114.285,3.1691,62.4,50.0,2015-03-24,PRICE_PERCENTILE
2021-07-08,科技,3432.957,3.4208,99.46,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-09,医药,15584.422,1.6497,77.17,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-09,半导体,3542.676,1.4369,33.96,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-09,新能源,4866.555,2.7245,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-09,沪深300,5069.436,1.7195,72.01,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-09,消费,24597.795,3.1138,57.61,50.0,2015-03-24,PRICE_PERCENTILE
2021-07-09,科技,3409.309,3.398,98.37,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-12,医药,15930.702,1.6848,84.28,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-12,半导体,3552.954,1.4624,37.92,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-12,新能源,5083.875,2.8582,100.0,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-12,沪深300,5132.709,1.7402,79.4,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-12,消费,24823.38,3.1405,60.43,50.0,2015-03-24,PRICE_PERCENTILE
2021-07-12,科技,3534.763,3.516,100.0,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-13,医药,15968.126,1.6887,84.32,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-13,半导体,3586.437,1.3949,48.15,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-13,新能源,5078.636,2.8608,99.68,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-13,沪深300,5142.099,1.7453,80.81,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-13,消费,25329.863,3.2012,64.59,50.0,2015-03-24,PRICE_PERCENTILE
2021-07-13,科技,3514.977,3.4974,99.73,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-14,医药,16070.144,1.6988,85.18,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-14,半导体,3566.727,1.3806,43.17,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-14,新能源,4865.769,2.7505,99.03,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-14,沪深300,5083.085,1.7264,73.05,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-14,消费,25364.551,3.2054,64.96,50.0,2015-03-24,PRICE_PERCENTILE
2021-07-14,科技,3488.627,3.4727,99.46,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-15,医药,16147.594,1.7064,87.63,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-15,半导体,3573.798,1.3959,45.22,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-15,新能源,4931.129,2.7995,99.36,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-15,沪深300,5151.463,1.7487,81.45,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-15,消费,25745.284,3.2506,70.7,50.0,2015-03-24,PRICE_PERCENTILE
2021-07-15,科技,3537.391,3.5186,100.0,50.0,2011-09-20,PRICE_PERCENTILE
2021-07-16,医药,16023.213,1.6949,84.45,50.0,2019-03-26,PRICE_PERCENTILE
2021-07-16,半导体,3583.056,1.3737,47.25,50.0,2020-06-02,PRICE_PERCENTILE
2021-07-16,新能源,4763.905,2.6822,98.4,50.0,2020-04-03,PRICE_PERCENTILE
2021-07-16,沪深300,5094.773,1.7317,75.34,50.0,2009-07-10,PRICE_PERCENTILE
2021-07-16,消费,25269.416,3.1945,63.27,50.0,2015-03-24,PRICE_PERCENTILE
